nombre,descripcion,lat,lng,tipo,poligono_coords,fecha_creacion,actividad_entrada,actividad_salida,prioridad_alerta,notas,status_entrada,status_salida
GRUPO VIDA MONTERREY_NL,"Avenida Día Del Trabajo 4724, Valle De Infonavit 2Do Sector, Monterrey, Nuevo León 64350, Mexico",25.73533,-100.378983,cliente,"[[25.7352556793, -100.378933718], [25.7353692388, -100.379121473], [25.7354441396, -100.379043689], [25.7353233317, -100.378882756], [25.7352556793, -100.378933718]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_CORPORATIVO_PAPELERO_NAVE_3_TEPETLAOXTOC_EDOMEX,"Carretera La Brecha, Tepetlaoxtoc De Hidalgo, Tepetlaoxtoc, México 56070, Mexico",19.570077,-98.832147,cliente,"[[19.5687610509, -98.8313170279], [19.5709446105, -98.8304050768], [19.5720565971, -98.8334306086], [19.5698629435, -98.8342674578], [19.5687610509, -98.8313170279]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_MAZA_AGUASCALIENTES_AGUAS,"Calle Municipio Jesús María, Jesús María, Aguascalientes, Mexico",21.96236,-102.283124,cliente,"[[21.9620998574, -102.283215576], [21.9627714984, -102.283204847], [21.9627690108, -102.282976859], [21.9620600564, -102.283006363], [21.9620998574, -102.283215576]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_MAZA_QUERETARO_QRO,"Calle Epigmenio González 102, San Gregorio Zona Industrial la Montaña, Querétaro 76150, Mexico",20.604262,-100.410898,cliente,"[[20.6047274017, -100.410753046], [20.6033741664, -100.410506283], [20.6033214427, -100.411088322], [20.6046997848, -100.411318992], [20.6047219406, -100.410966986], [20.6047274017, -100.410753046]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_MAZA_ZACATECAS_ZAC,"Calle Industria, Fraccionamiento Parque Industrial, Guadalupe, Zacatecas 98605, Mexico",22.737313,-102.501174,cliente,"[[22.7378962251, -102.501672152], [22.7378269599, -102.500438336], [22.7364268068, -102.500438336], [22.7365208105, -102.501650695], [22.7378962251, -102.501672152]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_ROMO_DIGITAL_NAUCALPAN_EDOMEX,"Grupo Romo Digital Cale Esfuerzo 5C, Naucalpan, 53489 Naucalpan de Juárez, Méx.",19.464363,-99.226385,cliente,"[[19.464530995, -99.2266324121], [19.4643135081, -99.2259484488], [19.4641137234, -99.226015504], [19.4643261527, -99.2266967851], [19.464530995, -99.2266324121]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GRUPO_VIDA_EL_ARENAL_JAL,"Calle Medina Ascencio, El Arenal, Jalisco, Mexico",20.718038,-103.678519,cliente,"[[20.7202252275, -103.67703672], [20.7187199871, -103.675910193], [20.7168133277, -103.674955326], [20.7156994262, -103.67869969], [20.717515784, -103.679354149], [20.7166728361, -103.682229477], [20.7184289722, -103.682926851], [20.7202252275, -103.67703672]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
GUADALAJARA_GMPM_EL_SALTO_JAL,"Avenida Rubén Martínez 92, San José Del Quince, El Salto, Jalisco 45696, Mexico",20.545971,-103.294898,cliente,"[[20.5466049024, -103.295515067], [20.5467003426, -103.293589241], [20.5448015732, -103.293996937], [20.5451431525, -103.295874483], [20.5466049024, -103.295515067]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
HEB_CEDIS_ESCOBEDO_NL,"Avenida Metroalianza, General Escobedo, Nuevo León, Mexico",25.832023,-100.335705,cliente,"[[25.8348931982, -100.333698852], [25.8338792585, -100.340050323], [25.8277278383, -100.338612659], [25.8287225166, -100.332465036], [25.8348931982, -100.333698852]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
HELVEX_ACABADOS_II_APASEO_EL_GRANDE_QRO,Av. Ferrocarril Industrial Oriente 102 Apaseo el Grande,20.533749,-100.73494,cliente,"[[20.5332410108, -100.736604857], [20.5348937697, -100.736797976], [20.5350193586, -100.73394947], [20.5342256353, -100.733860957], [20.5342432178, -100.732683467], [20.5327135308, -100.732562768], [20.5324146247, -100.736457335], [20.5332410108, -100.736604857]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDOLEA _BODEGA_GDL_JAL,"Calle Cerezo, Del Fresno, Guadalajara, Jalisco 44900, Mexico",20.662593,-103.371864,cliente,"[[20.6623289747, -103.373275498], [20.6640606435, -103.372578124], [20.6629689416, -103.369718889], [20.6612774155, -103.370469908], [20.6623289747, -103.373275498]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDOLEA_BODEGA_ESCOBEDO_NL,"Calle Siderúrgica, Parque Industrial Escobedo Ii, General Escobedo, Nuevo León 66062, Mexico",25.803427,-100.349262,cliente,"[[25.8037667219, -100.349305197], [25.803744989, -100.349055752], [25.8029094768, -100.349189862], [25.8029481133, -100.349455401], [25.8037667219, -100.349305197]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDOLEA_STRAP_ESCOBEDO_NL,"Calle Siderúrgica, Parque Industrial Escobedo Ii, General Escobedo, Nuevo León 66062, Mexico",25.803427,-100.349262,cliente,"[[25.8037667219, -100.349305197], [25.803744989, -100.349055752], [25.8029094768, -100.349189862], [25.8029481133, -100.349455401], [25.8037667219, -100.349305197]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDUSTRIAL_COMERCIAL_AGRICOLA_DEL_PACIFICO_ZAPOPAN_JAL,"Calle Girasol 699, Mariano Otero, Zapopan, Jalisco 45067, Mexico",20.628512,-103.442065,cliente,"[[20.6286619551, -103.442205062], [20.6285615457, -103.441781273], [20.6282854194, -103.441859057], [20.6283883392, -103.4422748], [20.6286619551, -103.442205062]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDUSTRIAS_ALIMENTICIAS_FABP_IXTAPALAPA_CDMX,"Calle Francisco Villa 872, Santa María Aztahuacán, Iztapalapa, Ciudad De México 09500, Mexico",19.351695,-99.036821,cliente,"[[19.3515608627, -99.0366496735], [19.3518291138, -99.0365960293], [19.3518999725, -99.0370788269], [19.3516266602, -99.0371297889], [19.3515608627, -99.0366496735]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INDUSTRIAS_NYC_SAN_NICOLAS_DE_LOS_GARZA_NL,"Avenida Manuel Luis Barragán, Balcones De Anáhuac, San Nicolás De Los Garza, Nuevo León 66422, Mexico",25.760394,-100.307366,cliente,"[[25.7610149447, -100.307864018], [25.7595510598, -100.307933755], [25.7594326921, -100.306662388], [25.7609545538, -100.306504138], [25.7610149447, -100.307864018]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
INTERNATIONAL_PAPER_TOLUCA_EDOMEX,"Carretera Toluca-Atlacomulco 1534, Santa Cruz Atzacapotzaltongo, Toluca, México 50290, Mexico",19.330488,-99.659074,cliente,"[[19.3300485208, -99.6616636493], [19.3325491358, -99.6581016757], [19.3319062688, -99.6566210963], [19.3306711472, -99.6565728165], [19.3277047923, -99.6598236539], [19.3300485208, -99.6616636493]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
JDV_LA_LUZ_TEOLOYUCAN_EDOMEX,"Mex-57D, Teoloyucan, México, Mexico",19.735266,-99.214077,cliente,"[[19.737718167, -99.2146604415], [19.7374051131, -99.2134051677], [19.7315983586, -99.2122249957], [19.7318912261, -99.2154329177], [19.737718167, -99.2146604415]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
JUGOS_DEL_VALLE_1_TEPOTZOTLAN_EDOMEX,"Calle Libramiento Sur 2, Barrio Texcacoa, Tepotzotlán, México 54605, Mexico",21.369583,-101.969259,cliente,"[[21.3713033466, -101.967679567], [21.3675766171, -101.966681786], [21.3662677433, -101.971638508], [21.3714632042, -101.972614832], [21.3713033466, -101.967679567]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
JUGOS_DEL_VALLE_2_LAGOS_DE_MORENO_JAL,"Libramiento, Lagos De Moreno, Jalisco, Mexico",19.703791,-99.217127,cliente,"[[19.7052150103, -99.2151200345], [19.7017959363, -99.2154901793], [19.7013480685, -99.2184220867], [19.7036443665, -99.2194598487], [19.7055281272, -99.2191487124], [19.7052150103, -99.2151200345]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
JUGOS_DEL_VALLLE_3_TEPOZOTLAN_EDOMEX,"Mex-57D, Barrio Tlacateco, Tepotzotlán, México 54605, Mexico",19.719697,-99.20924,cliente,"[[19.7209056425, -99.208865623], [19.7209914887, -99.2104427619], [19.7190624616, -99.2101369901], [19.7189614648, -99.2089460893], [19.7185322276, -99.2089460893], [19.718517078, -99.2084740205], [19.7209056425, -99.208865623]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
KELLOGS_SAN_JUAN_DEL_RIO_QRO,"Qro-100, El Marqués, Querétaro, Mexico",20.558971,-100.220079,cliente,"[[20.5619318795, -100.222107797], [20.5588881126, -100.217140346], [20.5568086727, -100.217826992], [20.5571301338, -100.218620926], [20.5566479418, -100.219221741], [20.5594607071, -100.223524004], [20.5619318795, -100.222107797]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
KIMBERL_Y_KLARC_RAMOS_ARISPE_COAH,"Mex-40, Ramos Arizpe, Coahuila De Zaragoza, Mexico",25.59791,-100.884624,cliente,"[[25.5964285843, -100.878387963], [25.592229169, -100.8862522], [25.5952964984, -100.888376509], [25.5979960702, -100.887303626], [25.599205536, -100.887711321], [25.6005020698, -100.886402403], [25.6014212457, -100.884911095], [25.6016824838, -100.883881127], [25.5964285843, -100.878387963]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LA_CORONA_SANTA_CATARINA_NL,"Calle Bosque De Coníferas, Fracc Priv De Sta Catarina 1Er Sec, Santa Catarina, Nuevo León 66350, Mexico",25.688872,-100.501074,cliente,"[[25.68918492, -100.500323442], [25.6896707554, -100.501645771], [25.6884066124, -100.502214399], [25.6879111034, -100.500865248], [25.68918492, -100.500323442]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LABORATORIOS_MAVER_TQP_JAL,"Calle Altos Hornos 2019, Álamo Industrial, Tlaquepaque, Jalisco 45593, Mexico",20.624436,-103.330887,cliente,"[[20.6252389805, -103.331007092], [20.6247118184, -103.330164878], [20.6233411884, -103.33060476], [20.6236474475, -103.331650822], [20.6252389805, -103.331007092]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LABORATORIOS_PISA_CEFALOSPORINAS_FABRICA_GDL_JAL,"Calle Francisco De Orellana 3665, Fraccionamiento Colón Industrial, Guadalajara, Jalisco 44930, Mexico",20.638783,-103.370111,cliente,"[[20.6391879037, -103.370493566], [20.638625649, -103.370729601], [20.6381688154, -103.369527971], [20.6387461323, -103.36930803], [20.6391879037, -103.370493566]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LABORATORIOS_PISA_TLAJOMULCO_TLAJOMULCO_JAL,"Calle Francisco Villa, Tlajomulco De Zúñiga, Jalisco, Mexico",20.487933,-103.562145,cliente,"[[20.4889340843, -103.55819268], [20.4935570734, -103.567462395], [20.4844918634, -103.567376564], [20.4837481306, -103.559501598], [20.4889340843, -103.55819268]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LAC_RENOVARE_QRO,"Acceso 3, Zona Industrial Benito Juárez, Querétaro 76120, Mexico",20.627319,-100.434873,cliente,"[[20.6282508873, -100.433654489], [20.6270560076, -100.437109174], [20.6260217764, -100.436744394], [20.6270158434, -100.433203878], [20.6282508873, -100.433654489]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LANDSBERG_CD_JUAREZ_CHI,"1Ra Calle Aerojuárez 7850, Parque Industrial Aerojuarez, Juárez, Chihuahua 32696, Mexico",31.621607,-106.419331,cliente,"[[31.6223665286, -106.419199672], [31.6207723103, -106.420422759], [31.6203246452, -106.419666376], [31.6222066512, -106.418164339], [31.6223665286, -106.419199672]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LANDSBERG_ORORA_DIV_JAL,"Avenida Juan Ruíz De Alarcón Y Mendoza 326, Complejo Industrial Chihuahua, Chihuahua 31136, Mexico",28.719061,-106.120483,cliente,"[[28.7193232035, -106.121101276], [28.7196901546, -106.120076673], [28.7186739791, -106.119540231], [28.7182929108, -106.120597021], [28.7193232035, -106.121101276]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
LLANTAS_HERRERA_CULIACAN_SIN,"Boulevard Jesús Kumate Rodríguez, San Rafael, Culiacán, Sinaloa 80150, Mexico",24.772776,-107.44544,cliente,"[[24.7727664546, -107.44600838], [24.7730172989, -107.445957418], [24.7727761962, -107.444584127], [24.7725545761, -107.444643136], [24.7727664546, -107.44600838]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
MEXICANA_DE_ARROZ_SALINAS_VICTORIA_NL,"Los Villarreales-Mamulique, Salinas Victoria, Nuevo León, Mexico",26.057819,-100.302401,cliente,"[[26.0593992942, -100.301785351], [26.0565608297, -100.301340105], [26.0552548238, -100.303239109], [26.0584788489, -100.303856017], [26.0593992942, -100.301785351]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
MI_ALMACEN_AZCAPOTZALCO_EDOMEX,"Norte 35 697, Industrial Vallejo, Azcapotzalco, Ciudad De México 02300, Mexico",19.481853,-99.156513,cliente,"[[19.4820918943, -99.156983979], [19.4814015738, -99.1571851447], [19.4809565304, -99.1560022905], [19.482051436, -99.1557126119], [19.4821753394, -99.1562812402], [19.4822031545, -99.156444855], [19.4820918943, -99.156983979]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
MILENIUM_CENTER_BUSSINES_APODACA_NL,"Camino A Las Joyitas, Residencial Apodaca 1Er Sector, Apodaca, Nuevo León 66606, Mexico",25.79165,-100.17634,cliente,"[[25.7912616151, -100.176174171], [25.7915224371, -100.175610907], [25.7918460488, -100.175804026], [25.7923483697, -100.177043207], [25.7918653689, -100.177300699], [25.7914451566, -100.176270731], [25.7912616151, -100.176174171]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
NESTLE_II_QUERETARO_QRO,"Avenida 5 De Febrero 1404, Zona Industrial La Montaña, Querétaro 76130, Mexico",20.607711,-100.415336,cliente,"[[20.6076823586, -100.41823205], [20.6084229781, -100.413878825], [20.6079509905, -100.413028565], [20.6078882261, -100.41307148], [20.6078078876, -100.413369205], [20.6077476337, -100.413827863], [20.6072731334, -100.416338411], [20.6069392249, -100.418041613], [20.6076823586, -100.41823205]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
NESTLE_LAGOS_DE_MORENO_JAL,"Calle Productividad, Lagos De Moreno, Jalisco, Mexico",21.360383,-101.968611,cliente,"[[21.3635069612, -101.967602032], [21.3609640676, -101.965794223], [21.3603195945, -101.966545242], [21.3598249969, -101.966979759], [21.3592254824, -101.968117016], [21.3587758449, -101.969098704], [21.3587808409, -101.969388383], [21.3589257242, -101.96968879], [21.3593154097, -101.970230597], [21.3595652076, -101.970434445], [21.360724264, -101.970300334], [21.3615435915, -101.970160859], [21.3635069612, -101.967602032]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,media,,Descargando,En Ruta
NESTLE_PTA2_QUERETARO_QRO,"Calle Camino Real 28, Zona Industrial La Montaña, Querétaro 76150, Mexico",20.608805,-100.409025,cliente,"[[20.608853953, -100.411179036], [20.6096372462, -100.407971114], [20.6095744824, -100.407976479], [20.6095242714, -100.408040852], [20.609476571, -100.408158869], [20.6094414232, -100.408239335], [20.609403765, -100.408287615], [20.609358575, -100.408325166], [20.6093158956, -100.408429772], [20.6092757267, -100.408515603], [20.6092255156, -100.408553154], [20.6091652623, -100.408579976], [20.6091351356, -100.408612162], [20.6090824139, -100.408711404], [20.6090397344, -100.408826739], [20.6090146288, -100.408875019], [20.6089619071, -100.408861608], [20.6089368015, -100.408861608], [20.608894122, -100.40896085], [20.6087711044, -100.409384639], [20.6086857453, -100.40969041], [20.6073024416, -100.409270557], [20.6072221262, -100.409691576], [20.6071292344, -100.410013441], [20.6071392768, -100.410131458], [20.6073125074, -100.410337988], [20.608853953, -100.411179036]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
NESTLE_QUERETARO_QRO,"Avenida 5 De Febrero, Zona Industrial La Montaña, Querétaro 76150, Mexico",20.606555,-100.416038,cliente,"[[20.6070641803, -100.417037027], [20.6061704073, -100.416811722], [20.6061804497, -100.416961926], [20.605839007, -100.416924375], [20.6057988372, -100.416854637], [20.6065419765, -100.413180011], [20.6077822076, -100.413496511], [20.6070641803, -100.417037027]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
NEZTLE_CAF_TOLUCA_EDOMEX,"Calle José Mariano Muciño Suárez 222, Fraccionamiento Los Héroes I, Toluca, México 50245, Mexico",19.298432,-99.58131,cliente,"[[19.3004190787, -99.580200809], [19.2957611169, -99.5801149783], [19.2957358015, -99.5829903064], [19.2998267148, -99.5830439506], [19.3004190787, -99.580200809]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
Nueva geocerca_NL,"Nl-28, Juárez, Nuevo León, Mexico",25.675698,-100.101993,cliente,"[[25.6739651892, -100.101471971], [25.6758314114, -100.104626248], [25.6782971006, -100.102834533], [25.676430917, -100.099562238], [25.6739651892, -100.101471971]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
OXXO_TOLUCA_EDOMEX,"Boulevard Doña Rosa, Emiliano Zapata, Lerma, México 52110, Mexico",19.292876,-99.544469,cliente,"[[19.2943710086, -99.5453398552], [19.2943102512, -99.5430009689], [19.2906242592, -99.5432155457], [19.2907052709, -99.5454471436], [19.2943710086, -99.5453398552]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
PEMEX_BURGUER_KING_SLP,"Mex-57, Cedral, San Luis Potosí, Mexico",,,pension,,,Esperando asignación,Saliendo de pensión,,,Disponible,Disponible
PENSION_LA_HONDA,"Carretera A La Honda, Miguel Auza, Zacatecas, Mexico",,,pension,,,Esperando asignación,Saliendo de pensión,,,Disponible,Disponible
PLAMI_SA_DE_CV_NAUCALPAN_EDOMEX,"Calle 9 No. 8 FRACC Alce Blanco, Zona Ind Industrial Alce Blanco, Naucalpan De Juárez, México 53370, Mexico",19.480091,-99.229678,cliente,"[[19.4805067329, -99.2298457821], [19.4802462801, -99.2291028102], [19.4794472184, -99.2294461329], [19.4797481314, -99.2301488717], [19.4805067329, -99.2298457821]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
PLAMI_TLAXCALA_TLX,"Avenida De Las Industrias, Barrio La Ciénega, Papalotla De Xicohténcatl, Tlaxcala 90796, Mexico",19.1628,-98.224454,cliente,"[[19.1625884702, -98.2259866534], [19.1628468962, -98.2260617553], [19.1635258959, -98.2241707979], [19.1634878923, -98.2240983783], [19.1633865492, -98.2239803611], [19.1631661277, -98.2238596617], [19.1629102358, -98.2237845598], [19.1626518099, -98.2237577377], [19.1624237867, -98.223773831], [19.162297107, -98.2238623439], [19.1622717711, -98.2241895734], [19.1622565695, -98.2243934213], [19.1625884702, -98.2259866534]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,media,,Descargando,En Ruta
PLANTA_NESTLE_TOLUCA_EDOMEX,"Calle 1Ro De Mayo, Ejd Buenavista, Toluca, México 50071, Mexico",19.289515,-99.617558,cliente,"[[19.2884430468, -99.6161057606], [19.2910708786, -99.6160413876], [19.2911113843, -99.6197857513], [19.2885088697, -99.6197535648], [19.2884430468, -99.6161057606]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
PLAZA_DE_COBRO_COPANDARO_MICH,"Mex-15D, Copándaro, Michoacán De Ocampo, Mexico",,,caseta,,,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
PLAZA_DE_COBRO_VALTIERRA_GTO,"Mex-43D, Salamanca, Guanajuato, Mexico",,,caseta,,,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
PRODUCTOS_MAVER_COMPLEJO_SAN_MARTIN_TQP_JAL,"Carretera Las Pintas-San Martín De Las Flores, San Martín De Las Flores De Abajo, Tlaquepaque, Jalisco 45629, Mexico",20.583943,-103.288498,cliente,"[[20.5851598585, -103.288036843], [20.5836834117, -103.287521859], [20.5835729287, -103.287908097], [20.5831109081, -103.28797247], [20.5828397215, -103.288659116], [20.5829100292, -103.289002439], [20.5838139824, -103.289656898], [20.5852402089, -103.289689084], [20.5851598585, -103.288036843]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
PROVEEDOR_INTERNACIONAL_DE_QUIMICOS_CUATITLAN_EDOMEX,"Avenida Jesús Jiménez Gallardo 41, Parque Industrial Xhala, Cuautitlán Izcalli, México 54714, Mexico",19.685389,-99.19829,cliente,"[[19.6856860437, -99.1985183113], [19.6855218896, -99.1977404706], [19.6849662898, -99.1978316657], [19.6850849863, -99.1988401763], [19.6856860437, -99.1985183113]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RANCHO_EN_CULIACAN_SIN,"Calle Primera, El Quince, Culiacán, Sinaloa 80300, Mexico",19.398338,-99.011779,cliente,"[[19.3989446673, -99.0119437566], [19.3984589187, -99.0109727969], [19.3974722374, -99.0115414252], [19.3978719706, -99.0124909272], [19.3989446673, -99.0119437566]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RECICLADORA_EL_GALLO_TQP_JAL,"Calle Colón, Fracc Parques De Santa María, Tlaquepaque, Jalisco 45609, Mexico",20.466011,-103.496434,cliente,"[[20.4663334995, -103.496160009], [20.4654489554, -103.496382632], [20.4655142912, -103.496835926], [20.4664239639, -103.496629395], [20.4663334995, -103.496160009]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RECICLADORA_PAPEL_EL_GALLO_ZUAZUA_NL,"Avenida Hermanos Gutiérrez De Lara, General Zuazua Centro, General Zuazua, Nuevo León 65750, Mexico",20.788619,-102.77412,cliente,"[[20.7896489924, -102.773982756], [20.7890321289, -102.772877686], [20.7876529536, -102.773703806], [20.7871113103, -102.776053421], [20.7896489924, -102.773982756]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RECICLAJES_MIRAVALLE_GUADALUPE_ZAC,"Carretera Panamericana, Fraccionamiento Olimpias 11, Guadalupe, Zacatecas 98613, Mexico",20.72085,-103.456666,cliente,"[[20.7217210856, -103.457747433], [20.7212394151, -103.454657528], [20.7195836608, -103.455161783], [20.7199850575, -103.458015654], [20.7217210856, -103.457747433]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA A AGS,,20.536987,-104.047666,cliente,"[[20.5373471434, -104.048254097], [20.5382865305, -104.046821798], [20.536000846, -104.046746696], [20.5359556344, -104.048254097], [20.5373471434, -104.048254097]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA A ASFALTOS,"Mex-40D, Tolcayuca, Hidalgo, Mexico",20.650545,-103.292012,cliente,"[[20.6516972001, -103.292307992], [20.6515466087, -103.291417499], [20.6498976235, -103.291629393], [20.649844916, -103.291666944], [20.6498624851, -103.291889567], [20.649910173, -103.292337496], [20.6499051532, -103.292541344], [20.6516972001, -103.292307992]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA A LEON,"Mex-43, Copándaro, Michoacán De Ocampo, Mexico",25.681086,-100.228134,cliente,"[[25.6790576024, -100.230818901], [25.6828478714, -100.230432663], [25.6840323058, -100.227423225], [25.6842788601, -100.226296697], [25.6810832841, -100.22654346], [25.6801212104, -100.226672206], [25.6797924599, -100.226897512], [25.6795072197, -100.227299843], [25.6790576024, -100.230818901]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA GRUPO MAZA SLP,"Eje 100 836, Ricardo Flores Magón, San Luis Potosí 78357, Mexico",19.630551,-99.146968,cliente,"[[19.6309600966, -99.1473080298], [19.6301870444, -99.1461922308], [19.6299622017, -99.1465248247], [19.6306872551, -99.1475091955], [19.6309600966, -99.1473080298]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
Ruta LZO-PBL,,19.842769,-101.156209,cliente,"[[19.842620771, -101.155604913], [19.8421212237, -101.156836047], [19.843110225, -101.15710695], [19.8433700891, -101.155894592], [19.842620771, -101.155604913]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA LZO-SLP,,22.246942,-100.934347,cliente,"[[22.2475201103, -100.93426372], [22.246527092, -100.93361999], [22.2461547083, -100.934556081], [22.2469863639, -100.935033514], [22.2475201103, -100.93426372]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
RUTA PEISA FOODS,"Prolongación 24 Sur 10953, Pueblo San Francisco Totimehuacan, Puebla 72595, Mexico",22.117877,-100.9257,cliente,"[[22.1181756303, -100.926053132], [22.1177109676, -100.924980248], [22.1174028482, -100.925165321], [22.1179221781, -100.926246251], [22.1181756303, -100.926053132]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
Rutas bodega MG,"Avenida Poniente 134 828, Industrial Vallejo, Azcapotzalco, Ciudad De México 02300, Mexico",20.380484,-99.98237,cliente,"[[20.3829575533, -99.985197831], [20.3818581361, -99.977307599], [20.3768898346, -99.9783590249], [20.3777579674, -99.985787917], [20.3829575533, -99.985197831]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
SAMS_WALMART_AURRERA_ATIZAPAN_EDOMEX,"Calle Camelia, Peñitas, Atizapán De Zaragoza, México 52920, Mexico",19.579322,-99.030826,cliente,"[[19.5804860765, -99.0280710983], [19.5751285327, -99.0311824608], [19.5777972183, -99.0351950455], [19.5827099103, -99.0316116142], [19.5804860765, -99.0280710983]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
SITSA_MEXICO_TLALNEPANTLA_EDOMEX,"Boulevard Manuel Ávila Camacho, Zona Industrial Tlanepantla, Tlalnepantla De Baz, México 54030, Mexico",19.663899,-99.182205,cliente,"[[19.663082271, -99.1821200343], [19.664350219, -99.1818839999], [19.6645598588, -99.1821227165], [19.6644209409, -99.1827771755], [19.663082271, -99.1821200343]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
