nombre,descripcion,lat,lng,tipo,poligono_coords,fecha_creacion,actividad_entrada,actividad_salida,prioridad_alerta,notas,status_entrada,status_salida
ALIMENTARIA_MEXICANA_BEKAREM_NEZA_EDOMEX,"Calle San Bartolo 170, Ampliación Vicente Villada, Nezahualcóyotl, México 57710, Mexico",19.398338,-99.011779,cliente,"[[19.3989446673, -99.0119437566], [19.3984589187, -99.0109727969], [19.3974722374, -99.0115414252], [19.3978719706, -99.0124909272], [19.3989446673, -99.0119437566]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ALMACENADORA_BOSTON_TLAJOMULCO_JAL,"Calle Valle De Santa Cruz, Tlajomulco De Zúñiga, Jalisco, Mexico",20.466011,-103.496434,cliente,"[[20.4663334995, -103.496160009], [20.4654489554, -103.496382632], [20.4655142912, -103.496835926], [20.4664239639, -103.496629395], [20.4663334995, -103.496160009]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
APM_TERMINALS_LZC,"Boulevard De Las Bahías, Rinconcito Feliz, Lázaro Cárdenas, Michoacán De Ocampo 60952, Mexico",17.975508,-102.176037,puerto,"[[17.9777766225, -102.172507058], [17.977761315, -102.176879059], [17.9763377096, -102.178354274], [17.9756845821, -102.179008733], [17.9730414322, -102.178499113], [17.9727709919, -102.178214799], [17.9729138661, -102.172324668], [17.9777766225, -102.172507058]]",2025-11-19 14:45:48,Entrando en APM,Saliendo de APM,baja,,En Ruta,En Ruta
ARCA_CONTINENTAL_ TEPATITLA_JAL,"Boulevard Lic Anacleto González Flores Sur 2145, Las Aguilillas, Tepatitlán De Morelos, Jalisco 47698, Mexico",20.788619,-102.77412,cliente,"[[20.7896489924, -102.773982756], [20.7890321289, -102.772877686], [20.7876529536, -102.773703806], [20.7871113103, -102.776053421], [20.7896489924, -102.773982756]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ARCA_CONTINENTAL_ ZAPOPAN_JAL,"Avenida De Las Flores 24, Residencial Esencia, Zapopan, Jalisco 45013, Mexico",20.72085,-103.456666,cliente,"[[20.7217210856, -103.457747433], [20.7212394151, -103.454657528], [20.7195836608, -103.455161783], [20.7199850575, -103.458015654], [20.7217210856, -103.457747433]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ARCA_CONTINENTAL_AMECA_JAL,"Avenida Patria Libre Oeste 305, Los Naranjos, Ameca, Jalisco 46688, Mexico",20.536987,-104.047666,cliente,"[[20.5373471434, -104.048254097], [20.5382865305, -104.046821798], [20.536000846, -104.046746696], [20.5359556344, -104.048254097], [20.5373471434, -104.048254097]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ARCA_CONTINENTAL_GDL_JAL,"Calle Manuel Román Alatorre 3331A, Jardines De Los Poetas, Guadalajara, Jalisco 44820, Mexico",20.650545,-103.292012,cliente,"[[20.6516972001, -103.292307992], [20.6515466087, -103.291417499], [20.6498976235, -103.291629393], [20.649844916, -103.291666944], [20.6498624851, -103.291889567], [20.649910173, -103.292337496], [20.6499051532, -103.292541344], [20.6516972001, -103.292307992]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ARCA_LAZARO_CARDENAS_GUADALUPE_NL,"Avenida General Lázaro Cárdenas 1213, RIVERAS DEL RIO, Guadalupe, Nuevo León 67154, Mexico",25.681086,-100.228134,cliente,"[[25.6790576024, -100.230818901], [25.6828478714, -100.230432663], [25.6840323058, -100.227423225], [25.6842788601, -100.226296697], [25.6810832841, -100.22654346], [25.6801212104, -100.226672206], [25.6797924599, -100.226897512], [25.6795072197, -100.227299843], [25.6790576024, -100.230818901]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
ASLA_LZC,"Boulevard De Los Cabos, Rinconcito Feliz, Lázaro Cárdenas, Michoacán De Ocampo 60952, Mexico",17.97855,-102.182519,puerto,"[[17.9792665245, -102.180327127], [17.9798584094, -102.180769691], [17.979945151, -102.181882808], [17.9792996906, -102.183725485], [17.9786720865, -102.185109505], [17.9778046625, -102.185699591], [17.9774857555, -102.18550379], [17.9767714019, -102.1834519], [17.9764907622, -102.182692835], [17.9787154575, -102.180485377], [17.9790292598, -102.180254707], [17.9792665245, -102.180327127]]",2025-11-19 14:45:48,Entrando en Azla,Saliendo de Azla,baja,,En Ruta,En Ruta
AUDITORIA_LZC,"Boulevard De Los Cabos, Rinconcito Feliz, Lázaro Cárdenas, Michoacán De Ocampo 60952, Mexico",17.982073,-102.178632,puerto,"[[17.9831239692, -102.1794057], [17.9829453868, -102.177372585], [17.9804707258, -102.177506696], [17.980700335, -102.179470073], [17.9831239692, -102.1794057]]",2025-11-19 14:45:48,Entrando en Auditoria,Saliendo de auditoria,baja,,En Ruta,En Ruta
CACHIMBA_MATEHUALA,"Mex-57, Matehuala, San Luis Potosí, Mexico",23.374455,-100.583876,otro,"[[23.374383117, -100.58423698], [23.3740482729, -100.584199429], [23.3742994061, -100.58305949], [23.3748878436, -100.58324188], [23.3747278086, -100.584279895], [23.374383117, -100.58423698]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
CACHIMBA_SAN_PEDRO_XXI_MICH,"Mex-37D, La Huacana, Michoacán De Ocampo, Mexico",18.786194,-102.050184,otro,"[[18.7863735223, -102.051007243], [18.785515231, -102.050838264], [18.7853349385, -102.048716637], [18.7866071392, -102.048762235], [18.7869575641, -102.050771209], [18.7863735223, -102.051007243]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
CASA_LIDER,"Paseo Torreón 1857, Fracc Colinas De San Javier, Guadalajara, Jalisco 44660, Mexico",20.70246,-103.396109,otro,"[[20.7025407171, -103.395933289], [20.7025055909, -103.396330256], [20.7023399958, -103.396316845], [20.702372613, -103.396029849], [20.7025407171, -103.395933289]]",2025-11-19 14:45:48,Unidad esperando llamado,Esperando asignación,baja,,En Ruta,En Ruta
CASETA _CONTEPEC_MICH,"Mex-15D, Contepec, Michoacán De Ocampo, Mexico",19.875956,-100.188593,caseta,"[[19.8771480844, -100.190474836], [19.8769916947, -100.185941902], [19.8741867436, -100.185807792], [19.8743078217, -100.190265623], [19.8771480844, -100.190474836]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA _COSTA _RICA_CULIACAN_SIN,"Mex-15D, Culiacán, Sinaloa, Mexico",24.570375,-107.430193,caseta,"[[24.5709748219, -107.430027134], [24.5700186022, -107.429437049], [24.5695160961, -107.430359728], [24.5703893822, -107.431116111], [24.5709748219, -107.430027134]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_ATLACOMULCO_EDOMEX,"Mex-15D, Atlacomulco, México, Mexico",19.762582,-99.855472,caseta,"[[19.7638355505, -99.8551543732], [19.7614274342, -99.8541404982], [19.7608165645, -99.8559268494], [19.7629924615, -99.8569836398], [19.7638355505, -99.8551543732]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_ATLACOMULCO-MARAVATIO_EDOMEX,"San Lorenzo Tlacotepec-Atlacomulco, Temascalcingo, México, Mexico",19.837928,-99.945445,caseta,"[[19.8389083181, -99.9458256574], [19.8367561663, -99.9461233826], [19.8365063836, -99.9448949309], [19.8385601408, -99.9445542903], [19.8389083181, -99.9458256574]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_CALDERON_SLP,"Slp-80D, Villa De Reyes, San Luis Potosí, Mexico",21.813558,-101.012695,caseta,"[[21.8142236097, -101.012832955], [21.8135363279, -101.011808351], [21.8126323978, -101.012446717], [21.8131727644, -101.013551787], [21.8142236097, -101.012832955]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_CAMARGO_CHI,"Mex-45D, Camargo, Chihuahua, Mexico",27.730338,-105.197898,caseta,"[[27.7296513648, -105.198900298], [27.7316670124, -105.1985382], [27.7313251384, -105.196411208], [27.7293973288, -105.196738438], [27.7296513648, -105.198900298]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_CHAPULTEPEC_MICH,"Autopista Cuitzeo Pátzcuaro, Pátzcuaro, Michoacán De Ocampo, Mexico",19.545698,-101.535937,caseta,"[[19.5463986916, -101.535485979], [19.5451803666, -101.534968313], [19.5446697796, -101.536668833], [19.5458426108, -101.537076529], [19.5463986916, -101.535485979]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_CHICHIMEQUILLAS_QRO,"Mex-57D, El Marqués, Querétaro, Mexico",20.705486,-100.343767,caseta,"[[20.7067232607, -100.343980916], [20.7051927965, -100.342210658], [20.7037426046, -100.343401559], [20.7050472761, -100.345263012], [20.7067232607, -100.343980916]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_CTO MEX__LOS_REYES_EDOMEX,"Circuito Exterior Mexiquense, Unid Hab Héroes Ecatepec 1 2 3 4 T, Ecatepec De Morelos, México 55069, Mexico",19.610696,-99.038605,caseta,"[[19.6100459556, -99.0384711857], [19.6114482331, -99.0392785306], [19.6116781549, -99.0387259955], [19.6102632462, -99.0380795831], [19.6100459556, -99.0384711857]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_CTO_MEX_TIZAYUCA_EASYTRIP_EDOMEX,"Carretera Ciudad De México-Pachuca, Conjunto Hab Los Héroes Tecámac Ii, Tecámac, México 55764, Mexico",19.619038,-99.029637,caseta,"[[19.6199600091, -99.0298136306], [19.6181712503, -99.0308328701], [19.6176760537, -99.0293040109], [19.6194243941, -99.028418882], [19.6199600091, -99.0298136306]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_CTO_MEXIQUENSE_EDOMEX,"Circuito Exterior Mexiquense, Texcoco, México, Mexico",19.436249,-98.998564,caseta,"[[19.4372746624, -98.9995121673], [19.4371709594, -98.9972698406], [19.4347275969, -98.997031124], [19.4347984195, -98.9994960741], [19.4372746624, -98.9995121673]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_CUTO_MICH,"Autopista Cuitzeo Pátzcuaro, Morelia, Michoacán De Ocampo, Mexico",19.71086,-101.337244,caseta,"[[19.7115860945, -101.337126179], [19.710661928, -101.33626519], [19.7097503814, -101.337469502], [19.7107174791, -101.338233932], [19.7115860945, -101.337126179]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_ECUANDUREO_MICH,"Mex-15D, Ecuandureo, Michoacán De Ocampo, Mexico",20.175024,-102.191124,caseta,"[[20.1757374311, -102.192095901], [20.1754755977, -102.18952098], [20.1740279534, -102.18968996], [20.1741437654, -102.192219283], [20.1757374311, -102.192095901]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_EL DORADO:TOLUCA_MICH,"Carretera Toluca-Atlacomulco, Toluca, México 50200, Mexico",19.40837,-99.716422,caseta,"[[19.4087617066, -99.7171991074], [19.4090020359, -99.7156461084], [19.4077700282, -99.7153081501], [19.4075524653, -99.7167565429], [19.4087617066, -99.7171991074]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_FELICIANO_MICH,"Mex-37D, La Unión De Isidoro Montes De Oca, Guerrero, Mexico",18.00648,-101.961771,caseta,"[[18.0067209227, -101.961931781], [18.0064938982, -101.961355106], [18.006129128, -101.961524085], [18.0063331953, -101.962111489], [18.0067209227, -101.961931781]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_HUACHICHIL_COAH,"Carretera A Huachichil, Arteaga, Coahuila De Zaragoza, Mexico",25.245542,-100.801382,caseta,"[[25.2454556806, -100.801034652], [25.2451330184, -100.801391386], [25.2456521887, -100.801973425], [25.2460112398, -100.801477216], [25.2454556806, -100.801034652]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_JALOSTOTITLAN_JAL,"Mex-80D, Jalostotitlán, Jalisco, Mexico",21.117445,-102.458119,caseta,"[[21.1169176655, -102.458237831], [21.1176933117, -102.457282964], [21.118283801, -102.458068852], [21.1174105766, -102.458768908], [21.1169176655, -102.458237831]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_JIMENEZ_CHI,"Mex-45D, Jiménez, Chihuahua, Mexico",27.244602,-104.933321,caseta,"[[27.2440556085, -104.933903635], [27.2453528545, -104.933871448], [27.2453075465, -104.932554484], [27.244239227, -104.932369411], [27.2440556085, -104.933903635]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_LA_MARQUEZA_EDOMEX,"Río Honoko, Ocoyoacac, México, Mexico",19.290961,-99.434474,caseta,"[[19.2923306252, -99.4340125125], [19.2897382565, -99.433030824], [19.2890445883, -99.4351926845], [19.2913584918, -99.4361207288], [19.2923306252, -99.4340125125]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_LA_VENTA_EDOMEX,"Autopista Cuajimalpa-Naucalpan, Bosque Real Country Club, Huixquilucan, México 52774, Mexico",19.431672,-99.296563,caseta,"[[19.4324248365, -99.296131887], [19.4309274155, -99.2955954452], [19.4305960586, -99.2973174234], [19.4319847176, -99.2976392885], [19.4324248365, -99.296131887]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_LAGOS_DE_MORENO_JAL,"Mex-80D, Lagos De Moreno, Jalisco, Mexico",21.490473,-101.763329,caseta,"[[21.4911532071, -101.763252898], [21.4897555937, -101.762673541], [21.489501027, -101.763435289], [21.4908013093, -101.764030739], [21.4911532071, -101.763252898]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_LAS_CAÑAS_MICH,"Mex-37D, Arteaga, Michoacán De Ocampo, Mexico",18.554648,-101.970402,caseta,"[[18.5553334675, -101.970733719], [18.5552292135, -101.969829814], [18.553629797, -101.96989687], [18.5537137095, -101.970814185], [18.5553334675, -101.970733719]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_LIB_MATEHUALA_COAH,"Carretera Matehuala-D. Arroyo, Matehuala, San Luis Potosí, Mexico",23.664047,-100.606949,caseta,"[[23.6651829709, -100.60580347], [23.662384813, -100.605441372], [23.6623528758, -100.60885046], [23.6651289245, -100.608847778], [23.6651829709, -100.60580347]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_LIB_OTE_SLP,"Mex-57D, San Luis Potosí, Mexico",22.129834,-100.825344,caseta,"[[22.1306551618, -100.826243856], [22.1309036219, -100.824307301], [22.1283345233, -100.823921063], [22.1286227418, -100.826002457], [22.1306551618, -100.826243856]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_LOS_CHORROS_N.L.,"Mex-57D, Galeana, Nuevo León, Mexico",25.185804,-100.731513,caseta,"[[25.1841141569, -100.731800201], [25.1869879892, -100.733806493], [25.1880850762, -100.7306093], [25.1857161326, -100.729547146], [25.1841141569, -100.731800201]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_No.5_QRO,"Mex-57D, San Juan Del Río, Querétaro, Mexico",20.295823,-99.928836,caseta,"[[20.2961111293, -99.9307992416], [20.2975199022, -99.9293830353], [20.295446989, -99.9261375623], [20.293927506, -99.9270602422], [20.2961111293, -99.9307992416]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_OCOTLAN_JAL,"Mex-15D, Ocotlán, Jalisco, Mexico",20.405998,-102.738951,caseta,"[[20.4064529193, -102.738891627], [20.4058646701, -102.738459792], [20.4053417799, -102.738998916], [20.4058797534, -102.739511217], [20.4064529193, -102.738891627]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_PANINDICUARO_MICH,"Mex-15D, Panindícuaro Centro, Panindícuaro, Michoacán De Ocampo 58570, Mexico",19.971944,-101.757439,caseta,"[[19.9709680515, -101.758675354], [19.9712907285, -101.755014139], [19.9733452579, -101.755751747], [19.9731461083, -101.759077686], [19.9709680515, -101.758675354]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_SACRAMENTO_CHI,"Carretera Chihuahua Ciudad Juárez, Chihuahua, Mexico",28.860088,-106.216263,caseta,"[[28.8591903926, -106.215491789], [28.8600196222, -106.218152541], [28.8613092606, -106.217270094], [28.8607313918, -106.214907068], [28.8591903926, -106.215491789]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_SAN_MARTIN_PUEBLA,"Mex-150D, San Martín Texmelucan, Puebla, Mexico",19.241092,-98.385527,caseta,"[[19.2436039889, -98.3856421765], [19.2393546627, -98.3826112803], [19.2373439418, -98.3849192332], [19.2415527784, -98.388817912], [19.2436039889, -98.3856421765]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_SAN_MARTIN_TEXMELUCAN_PUEBLA,"Mex-117D, San Martín Texmelucan, Puebla, Mexico",19.297103,-98.411111,caseta,"[[19.2968297858, -98.4110873728], [19.2971158474, -98.4107547789], [19.2975208894, -98.4110954195], [19.2972196395, -98.4115299373], [19.2968297858, -98.4110873728]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_SANTA_CASILDA_MICH,"Mex-37D, Gabriel Zamora, Michoacán De Ocampo, Mexico",19.152984,-101.978042,caseta,"[[19.1534546461, -101.978012905], [19.1526185129, -101.977414773], [19.1522941935, -101.978136287], [19.1530999235, -101.978632495], [19.1534546461, -101.978012905]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_SAUCILLO_CHI,"Mex-45D, Saucillo, Chihuahua, Mexico",1900-01-28 01:06:21.658000,-105.329399,caseta,"[[28.0455008694, -105.329693299], [28.0467057925, -105.330135863], [28.0469306784, -105.32896642], [28.0457802044, -105.32850508], [28.0455008694, -105.329693299]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_TARETAN_MICH,"Camino A Patuan, Taretan, Michoacán De Ocampo, Mexico",19.35556,-101.917785,caseta,"[[19.3560686854, -101.917733863], [19.3551601965, -101.917226925], [19.3548615834, -101.917819693], [19.355641013, -101.918412461], [19.3560686854, -101.917733863]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_TEPATITLAN_JAL,"Mex-80D, Tepatitlán De Morelos, Jalisco, Mexico",20.824845,-102.795074,caseta,"[[20.8253936281, -102.795344853], [20.824749334, -102.794221007], [20.8240699392, -102.794634067], [20.8246164637, -102.79582765], [20.8253936281, -102.795344853]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_TLAXCALA_TLX,"Mex-14D, San Lorenzo Axocomanitla, Tlaxcala, Mexico",19.214881,-98.267227,caseta,"[[19.215112776, -98.2677468997], [19.2154167096, -98.2668671352], [19.2145504974, -98.266467486], [19.2142136359, -98.2673043352], [19.215112776, -98.2677468997]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_TULTEPEC_EDOMEX,"Camino A Cajiga, Fracc Exhacienda Santa Inés, Nextlalpan, México 55796, Mexico",19.693851,-99.079322,caseta,"[[19.6932609442, -99.0773023711], [19.6960993867, -99.0785254584], [19.6948064369, -99.0824200259], [19.6918265519, -99.0810574638], [19.6932609442, -99.0773023711]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,,,En Ruta,En Ruta
CASETA_VENTURA_EL PEYOTE_SLP,"Mex-57D, Villa Hidalgo, San Luis Potosí, Mexico",22.521719,-100.656016,caseta,"[[22.5238322097, -100.654914875], [22.5209581512, -100.653541584], [22.5187678803, -100.657468338], [22.5212059172, -100.659238596], [22.5238322097, -100.654914875]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_XONACATLAN_EDOMEX,"Edomex A-6D, Lerma, México, Mexico",19.375677,-99.549305,caseta,"[[19.3767694439, -99.5497060414], [19.3750083586, -99.5477265712], [19.3739557468, -99.5487243529], [19.375883843, -99.5506609079], [19.3767694439, -99.5497060414]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CASETA_ZAVALZA_CHI,"Mex-49D, Jiménez, Chihuahua, Mexico",27.082232,-104.841257,caseta,"[[27.081482165, -104.841325476], [27.0822415883, -104.842242791], [27.083237428, -104.841153815], [27.0827144342, -104.840236499], [27.081482165, -104.841325476]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_ZINAPECUARO_MICH,"Mex-15D, Zinapécuaro, Michoacán De Ocampo, Mexico",19.901807,-100.788435,caseta,"[[19.902446175, -100.788893299], [19.9022746783, -100.787603156], [19.9007841615, -100.787675576], [19.9010842836, -100.789107876], [19.902446175, -100.788893299]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,media,,En Ruta,En Ruta
CASETA_ZIRAHUEN_MICH,"Mex-14D, Pátzcuaro, Michoacán De Ocampo, Mexico",19.505755,-101.659517,caseta,"[[19.506159917, -101.659991217], [19.5061498039, -101.658588422], [19.5050449482, -101.658727897], [19.5052623804, -101.660286261], [19.506159917, -101.659991217]]",2025-11-19 14:45:48,Tránsito autopista,Tránsito,baja,,En Ruta,En Ruta
CEDIS_TIENDAS_3_B_TULTITLAN_EDOMEX,"Calle Camino A La Purísima, San Mateo Cuautepec, Tultitlán, México 54948, Mexico",19.630551,-99.146968,cliente,"[[19.6309600966, -99.1473080298], [19.6301870444, -99.1461922308], [19.6299622017, -99.1465248247], [19.6306872551, -99.1475091955], [19.6309600966, -99.1473080298]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,Descargando,En Ruta
COMEDOR_LUPITAS _PISTA_SIGLO_XXI,"Mex-37D, Arteaga, Michoacán De Ocampo, Mexico",18.567814,-101.96769,otro,"[[18.5688799102, -101.969011888], [18.5689002508, -101.966125831], [18.5662762912, -101.965921984], [18.5661339047, -101.968378887], [18.5688799102, -101.969011888]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
COMPLEJO_PORTUARIO_LZC,"Boulevard De Los Cabos, Rinconcito Feliz, Lázaro Cárdenas, Michoacán De Ocampo 60952, Mexico",17.962813,-102.170852,puerto,"[[17.9817622075, -102.182661793], [17.9784558265, -102.18480756], [17.9764352298, -102.187210819], [17.9734961388, -102.19070842], [17.9719092373, -102.19036635], [17.968459794, -102.186428867], [17.9627188786, -102.180650411], [17.9434899465, -102.180693326], [17.9396112461, -102.183826146], [17.937283985, -102.181980786], [17.9272804971, -102.164042173], [17.9366715428, -102.139151273], [17.9482259285, -102.141812024], [17.9559420652, -102.140139579], [17.964025227, -102.139580426], [17.973495964, -102.14507359], [17.98459894, -102.168805776], [17.9878237453, -102.175580761], [17.9817622075, -102.182661793]]",2025-11-19 14:45:48,Entrando a puerto,Saliendo de Puerto,baja,,En Ruta,En Ruta
CRUCERO_SAN_ROBERTO,"Mex-57, Galeana, Nuevo León, Mexico",24.67573,-100.300494,otro,"[[24.6785218594, -100.304647751], [24.6790677975, -100.294948883], [24.6719314186, -100.294433899], [24.670605489, -100.303789444], [24.6785218594, -100.304647751]]",2025-11-19 14:45:48,Entrega en curso,Tránsito,baja,,En Ruta,En Ruta
ELAM_FAW_CULIACAN_SIN,"Boulevard Pedro Infante Cruz, Las Flores, Culiacán, Sinaloa 80104, Mexico",24.777514,-107.445751,agencia,"[[24.7777903847, -107.445647872], [24.7775931265, -107.446125306], [24.7771182443, -107.445929504], [24.7772789739, -107.445403791], [24.7777903847, -107.445647872]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_PUEBLA,"Autopista México-Puebla, San José Las Flores, Puebla 72110, Mexico",19.100244,-98.236634,agencia,"[[19.0999848262, -98.2352222933], [19.1010848176, -98.2372044458], [19.1008795202, -98.2373305096], [19.1007806732, -98.237335874], [19.1007249134, -98.2373251452], [19.1006590153, -98.2372956409], [19.1005677719, -98.2372527255], [19.1004537174, -98.2371293439], [19.099997499, -98.2364641561], [19.0999493425, -98.2364158763], [19.0995970395, -98.2364158763], [19.0995032609, -98.2364051475], [19.0992498049, -98.2358579768], [19.0999848262, -98.2352222933]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_STEP _AGUAS,"Mex-45, Peñuelas, Aguascalientes 20340, Mexico",21.735849,-102.276433,agencia,"[[21.7360246531, -102.276630739], [21.7360346192, -102.276145259], [21.7355761818, -102.276147941], [21.7355861478, -102.276611964], [21.7360246531, -102.276630739]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_STEP_APODACA_NL,"Mex-54, Apodaca Centro, Apodaca, Nuevo León 66600, Mexico",25.77239,-100.189289,agencia,"[[25.7729188787, -100.189413], [25.7725251688, -100.188522506], [25.7715227724, -100.189107228], [25.7720662414, -100.189989675], [25.7729188787, -100.189413]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_STEP_JAL,"Carretera Guadalajara-Nogales, Zapopan, Jalisco, Mexico",20.720634,-103.492931,agencia,"[[20.7207772153, -103.492542773], [20.720202719, -103.49268493], [20.7204021362, -103.493537485], [20.7210085715, -103.493344556], [20.7207772153, -103.492542773]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,Oficina principal,En Ruta,En Ruta
ELAM_FAW_STEP_LEON_GTO,"Carretera León-Silao, Fraccionamiento Los Jacales, León, Guanajuato 37683, Mexico",21.032594,-101.54969,agencia,"[[21.0329299178, -101.549863182], [21.0325944477, -101.54937502], [21.0322414523, -101.549442075], [21.032273998, -101.549908779], [21.0329299178, -101.549863182]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_TEXCOCO_EDOMEX,"Carretera México-Texcoco, Tequisistlán, Tezoyuca, México 56020, Mexico",19.600443,-98.938866,agencia,"[[19.6000044868, -98.9385746035], [19.6006538718, -98.9384753617], [19.6009090768, -98.9392907533], [19.6006437646, -98.9394141349], [19.6000044868, -98.9385746035]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
ELAM_FAW_TOLUCA_EDOMEX,"Calle 2 De Abril Poniente 1210, Barrio San Francisco, San Mateo Atenco, México 52104, Mexico",19.256493,-99.550514,agencia,"[[19.2567541387, -99.5503250615], [19.2561211025, -99.550330426], [19.2561211025, -99.5507756727], [19.2567161566, -99.5508132236], [19.2567541387, -99.5503250615]]",2025-11-19 14:45:48,Mantenimiento,Esperando asignación,media,,En Ruta,En Ruta
